    1.7e-73  238.6   0.2    2.1e-73  238.3   0.2    1.1  1  KAL4984196.1       hypothetical protein BDW68DRAFT_180871 [As
    9.7e-70  226.4   0.2    1.2e-69  226.1   0.2    1.1  1  KAI9732962.1       MAG: hypothetical protein M1818_007395 [Cl
      1e-66  216.6   0.5    1.4e-66  216.1   0.5    1.1  1  XP_049118619.1     uncharacterized protein GGS25DRAFT_480201 
      1e-71  232.9   0.0    1.2e-71  232.6   0.0    1.1  1  MCJ1451722.1       hypothetical protein [Mycoblastus sanguina
    7.4e-73  236.5   0.7    9.7e-73  236.2   0.7    1.1  1  KAI1182079.1       hypothetical protein F5B17DRAFT_422038 [Ne
    2.2e-76  248.0   0.7    3.1e-76  247.5   0.7    1.2  1  KAK3172900.1       hypothetical protein OEA41_006226 [Leprari
      7e-67  217.1   3.4    8.1e-67  216.9   3.4    1.0  1  XP_016760316.1     uncharacterized protein SEPMUDRAFT_45956, 
    7.4e-70  226.8   3.6    9.4e-70  226.4   3.6    1.1  1  XP_033520787.1     uncharacterized protein P153DRAFT_369114 [
    1.6e-75  245.2   2.1      2e-75  244.9   2.1    1.1  1  CAF9940973.1       MAG: hypothetical protein HETSPECPRED_0028
    4.3e-69  224.3   3.6    4.7e-42  136.2   2.2    2.1  2  KAI9815252.1       MAG: hypothetical protein M1827_002732 [Py
    3.4e-71  231.1   2.3    4.1e-71  230.9   2.3    1.1  1  KAF3389897.1       hypothetical protein DPV78_011653 [Talarom
    2.2e-69  225.2   2.7    2.8e-69  224.9   2.7    1.1  1  XP_056748266.1     uncharacterized protein N7537_011925 [Peni
    2.1e-72  235.1   0.1    2.7e-72  234.8   0.1    1.1  1  XP_013331305.1     uncharacterized protein T310_1276 [Rasamso
    1.9e-72  235.3   0.1    2.1e-72  235.1   0.1    1.0  1  MCJ1383298.1       hypothetical protein [Xylographa soralifer
    2.3e-60  195.9   3.7    2.8e-60  195.6   3.7    1.1  1  KAK5722225.1       hypothetical protein LTR17_014328 [Elastic
    4.7e-76  247.0   1.0    5.6e-76  246.7   1.0    1.1  1  KAF2233662.1       hypothetical protein EV356DRAFT_468244 [Vi
    8.7e-74  239.6   0.2      1e-73  239.4   0.2    1.0  1  CAG8978464.1       hypothetical protein HYALB_00012846, parti
    6.9e-72  233.4   0.3    8.1e-72  233.2   0.3    1.0  1  MCJ1478395.1       hypothetical protein [Lambiella insularis]
    7.3e-64  207.3   1.1    9.7e-64  206.9   1.1    1.2  1  KAJ8064633.1       hypothetical protein OCU04_006959 [Sclerot
    3.2e-67  218.2   0.4      5e-67  217.6   0.4    1.3  1  XP_013325370.1     uncharacterized protein T310_7280 [Rasamso
    3.2e-69  224.7   2.9    3.7e-69  224.5   2.9    1.0  1  PYI09966.1         hypothetical protein BO78DRAFT_307039, par
      2e-68  222.1   0.7    2.5e-68  221.8   0.7    1.1  1  KAI1396461.1       hypothetical protein F4819DRAFT_500233 [Hy
      3e-66  215.0   0.3    3.9e-66  214.7   0.3    1.1  1  KAF2705427.1       hypothetical protein K504DRAFT_460180 [Ple
    9.3e-71  229.7   0.4    1.1e-70  229.4   0.4    1.1  1  RYP55238.1         hypothetical protein DL769_010207 [Monospo
    7.8e-69  223.4   3.4    7.8e-69  223.4   3.4    1.4  1  XP_043174507.1     uncharacterized protein ALTATR162_LOCUS109
    1.5e-66  216.0   0.5    1.9e-66  215.7   0.5    1.1  1  KAI1778522.1       hypothetical protein F4818DRAFT_438682 [Hy
    6.6e-74  240.0   0.4    8.7e-74  239.6   0.4    1.2  1  KAI0412421.1       hypothetical protein F5X98DRAFT_367293 [Xy
    1.1e-66  216.5   3.3    1.4e-66  216.1   3.3    1.1  1  KAL9530293.1       Chlorinase [Sphaerulina musiva]
    1.6e-75  245.2   0.2    1.9e-75  245.0   0.2    1.1  1  KAK7699102.1       hypothetical protein SLS64_011879 [Diaport
    2.8e-73  237.9   0.3    3.5e-73  237.6   0.3    1.1  1  KAL4955393.1       hypothetical protein BDW69DRAFT_182590 [As
    1.4e-66  216.1   0.3    1.8e-66  215.7   0.3    1.1  1  KAF7879468.1       hypothetical protein EAF04_000664 [Stromat
    9.7e-68  219.9   0.4    1.2e-67  219.6   0.4    1.1  1  KAI1116641.1       hypothetical protein F5Y14DRAFT_458698 [Ne
    2.9e-67  218.4   0.3    3.5e-67  218.1   0.3    1.1  1  KAI1135017.1       hypothetical protein F5Y05DRAFT_406180 [Hy
    1.5e-70  229.0   0.7      2e-70  228.6   0.7    1.1  1  KAI0179382.1       hypothetical protein GGR52DRAFT_570269 [Hy
    8.2e-69  223.4   0.6      1e-68  223.1   0.6    1.1  1  KAI6090600.1       hypothetical protein F4821DRAFT_20904 [Hyp
    1.1e-76  249.0   0.2    1.3e-76  248.7   0.2    1.1  1  KAH8765964.1       hypothetical protein F5883DRAFT_95729 [Dia
    2.8e-61  198.9   0.0    3.3e-61  198.6   0.0    1.1  1  KAI1196273.1       hypothetical protein F5X97DRAFT_344942 [Ne
    7.1e-72  233.4   0.2    8.9e-72  233.0   0.2    1.1  1  KAL5041603.1       hypothetical protein BDW71DRAFT_211985 [As
    4.8e-71  230.6   0.1    6.1e-71  230.3   0.1    1.1  1  KAF2188340.1       hypothetical protein K469DRAFT_661066 [Zop
      7e-76  246.4   0.4    7.8e-76  246.2   0.4    1.0  1  MCJ1429723.1       hypothetical protein [Sticta canariensis]
    9.8e-71  229.6   0.3    1.2e-70  229.3   0.3    1.1  1  XP_047858724.1     uncharacterized protein F4807DRAFT_118061 
    1.5e-61  199.7   5.5    1.7e-61  199.5   5.5    1.0  1  XP_018003320.1     uncharacterized protein AB675_7161 [Cyphel
    2.1e-72  235.1   0.2    2.8e-72  234.7   0.2    1.1  1  KAL4999598.1       hypothetical protein BDV10DRAFT_184230 [As
    3.6e-75  244.1   1.3    4.6e-75  243.7   1.3    1.1  1  KAL8900182.1       MAG: hypothetical protein Q9207_005818 [Ku
    3.6e-71  231.1   0.5    5.4e-71  230.5   0.5    1.3  1  KAI9646298.1       hypothetical protein NHQ30_005739 [Ciborin
    9.7e-61  197.1   0.1    1.2e-60  196.7   0.1    1.1  1  KAI0432347.1       hypothetical protein F5Y09DRAFT_301918 [Xy
    1.6e-60  196.4   0.2    1.9e-60  196.1   0.2    1.1  1  CAD6590384.1       MAG: hypothetical protein ASARMPREDX12_004
      6e-68  220.6   0.2    8.1e-68  220.1   0.2    1.1  1  CAG8972830.1       hypothetical protein HYALB_00001249 [Hymen
    4.9e-70  227.4   0.3    6.7e-70  226.9   0.3    1.2  1  XP_042999422.1     uncharacterized protein UV8b_05992 [Ustila
    1.2e-64  209.8   0.1    1.5e-64  209.5   0.1    1.1  1  XP_046078439.1     uncharacterized protein BGW36DRAFT_354212 
      1e-68  223.0   3.2    1.4e-68  222.6   3.2    1.2  1  XP_049973506.1     hypothetical protein POX_a00799 [Penicilli
    8.5e-74  239.6   1.7      1e-73  239.3   1.7    1.1  1  KAI4129547.1       MAG: hypothetical protein LQ338_002183 [Us
    2.2e-70  228.5   0.5    3.1e-70  228.0   0.5    1.2  1  KAF2729583.1       hypothetical protein EJ04DRAFT_475364 [Pol
      5e-71  230.6   1.4      7e-71  230.1   1.4    1.2  1  PQE26543.1         Tat pathway signal sequence protein [Rutst
    3.5e-66  214.8   0.1      4e-66  214.6   0.1    1.0  1  MCJ1408889.1       hypothetical protein [Ptychographa xylogra
    3.7e-67  218.0   0.4    4.6e-67  217.7   0.4    1.1  1  KAI1092135.1       hypothetical protein F5B19DRAFT_233941 [Ro
    1.5e-67  219.3   0.9    1.8e-67  219.0   0.9    1.1  1  XP_047820111.1     uncharacterized protein GGS22DRAFT_126832 
    9.4e-73  236.2   0.6    1.2e-72  235.9   0.6    1.1  1  KAL9599549.1       MAG: hypothetical protein Q9219_003793 [cf
    8.9e-71  229.8   0.3    1.2e-70  229.4   0.3    1.1  1  KAI8944047.1       hypothetical protein F4801DRAFT_573012 [Xy
    6.7e-75  243.2   0.1      8e-75  242.9   0.1    1.1  1  XP_043017918.1     uncharacterized protein INS49_004414 [Diap
    5.5e-74  240.2   1.8    6.8e-74  239.9   1.8    1.1  1  ESZ99046.1         hypothetical protein SBOR_0580 [Sclerotini
    7.2e-70  226.8   4.9    9.4e-70  226.4   4.9    1.1  1  KAG9230528.1       hypothetical protein BJ875DRAFT_487885 [Am
    2.8e-75  244.4   0.0    3.3e-75  244.2   0.0    1.0  1  KAI4244324.1       MAG: hypothetical protein L6R40_003050 [Ga
    1.1e-62  203.5   0.7    1.4e-62  203.0   0.7    1.2  1  MCJ1353605.1       hypothetical protein [Icmadophila ericetor
    9.3e-69  223.2   1.0    1.1e-68  222.9   1.0    1.1  1  KAI0006994.1       hypothetical protein F4779DRAFT_620067 [Xy
    9.5e-71  229.7   4.1    1.2e-70  229.4   4.1    1.1  1  KAH8769621.1       hypothetical protein F5882DRAFT_507892 [Hy
    9.5e-78  252.5   1.4    1.1e-77  252.2   1.4    1.1  1  CEJ82413.1         hypothetical protein VHEMI02479 [[Torrubie
    9.2e-75  242.7   0.0    1.1e-74  242.4   0.0    1.1  1  MCJ1251529.1       hypothetical protein [Trapelia coarctata]
    1.9e-68  222.2   0.0    2.3e-68  221.9   0.0    1.1  1  KAI4134144.1       MAG: hypothetical protein LQ347_001764 [Um
    2.6e-65  212.0   0.2    3.4e-65  211.6   0.2    1.1  1  KAI9658189.1       MAG: hypothetical protein M1831_004036 [Al
    5.3e-73  237.0   0.6    6.5e-73  236.7   0.6    1.1  1  KAL4912937.1       hypothetical protein BDW62DRAFT_206012 [As
    2.2e-75  244.8   0.2    2.8e-75  244.4   0.2    1.1  1  KAK0509981.1       hypothetical protein JMJ35_007375 [Cladoni
    1.1e-67  219.7   1.8    1.4e-67  219.3   1.8    1.1  1  KAI1481086.1       hypothetical protein F4774DRAFT_375499 [Da
    8.9e-70  226.5   2.9    1.2e-69  226.0   2.9    1.2  1  XP_018063694.1     uncharacterized protein LY89DRAFT_788227 [
    2.9e-75  244.4   0.1    3.5e-75  244.1   0.1    1.1  1  MCJ1261131.1       hypothetical protein [Lobaria immixta]
