taxid	kingdom	phylum	class	order	family	genus	species	n_sequences
2705399		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Dongiaceae	Hypericibacter		1
270636		Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Spirulina major	1
271217		Arthropoda	Insecta	Lepidoptera	Noctuidae	Mythimna	Mythimna separata	1
2712222		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales		Nordella	Nordella sp. HKS 07	1
2718876		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium synurae	1
2720082		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium sp. dw_411	1
2720165		Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Okeania	Okeania sp. KiyG1	1
2720419		Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae		Coleofasciculaceae cyanobacterium RL_1_1	1
2720469		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae		Synechococcaceae cyanobacterium SM2_3_1	2
2724527		Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Parasphingopyxidaceae	Parasphingopyxis	Parasphingopyxis sp. CP4	1
2730349		Nanobdellota	Candidatus Nanoarchaeia	Nanoarchaeales			Nanoarchaeales archaeon	1
2734140		Uroviricota	Caudoviricetes	Pantevenvirales	Kyanoviridae	Salacisavirus	Salacisavirus pssm2	1
27404		Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	Daphnia galeata	1
2741071		Myxococcota	Myxococcia	Myxococcales	Pendulisporaceae	Pendulispora	Pendulispora albinea	2
2742		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter		1
2745		Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas		1
2746922		Pseudomonadota	Alphaproteobacteria	Holosporales	Candidatus Paracaedibacteraceae		Candidatus Paracaedibacteraceae bacterium	1
2759								2
2763263		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudaestuariivita	Pseudaestuariivita rosea	1
2767591		Cyanobacteriota	Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	Spirulina sp. CCY15215	1
2775555		Cyanobacteriota					Cyanobacteria bacterium K_Offshore_surface_m2_239	1
27835		Nematoda	Chromadorea	Rhabditida	Heligmosomidae	Nippostrongylus	Nippostrongylus brasiliensis	1
2785011		Mollusca	Bivalvia					3
27933		Porifera	Calcarea	Leucosolenida	Sycettidae	Sycon	Sycon ciliatum	1
28000		Perkinsozoa		Perkinsida	Perkinsidae	Perkinsus		2
28068		Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Rubrivivax	Rubrivivax gelatinosus	1
28094		Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Trinickia	Trinickia caryophylli	1
2818505		Myxococcota						3
28211		Pseudomonadota	Alphaproteobacteria					35
28216		Pseudomonadota	Betaproteobacteria					2
2823734		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. EJ6-Ellesmere	1
2836		Bacillariophyta						5
2839662		Cyanobacteriota	Cyanophyceae	Oculatellales	Oculatellaceae	Pegethrix	Pegethrix bostrychoides	1
28450		Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pseudomallei	2
2847984		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. CS-205	1
2849779		Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Aquihabitans	Aquihabitans sp. G128	1
2850		Bacillariophyta	Bacillariophyceae	Surirellales	Neidiaceae	Phaeodactylum	Phaeodactylum tricornutum	2
2854170		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae			1
285531		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces rubradiris	1
2856		Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium	3
286		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		2
2865862		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Arenibaculum	Arenibaculum sp.	1
2874699		Cyanobacteriota	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Waterburya	Waterburya agarophytonicola	1
287478		Pseudomonadota	Alphaproteobacteria	Maricaulales	Robiginitomaculaceae	Hellea	Hellea balneolensis	1
2878389		Bacillota	Bacilli	Caryophanales	Fictibacillaceae	Fictibacillus	Fictibacillus marinisediminis	1
2900548		Actinomycetota					Actinomycetota bacterium	2
290174		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina		1
2903812		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. NBC_01283	1
2908833		Mollusca	Bivalvia					1
2912572		Bacteroidota	Bacteroidia	Marinilabiliales	Marinifilaceae	Paralabilibaculum	Paralabilibaculum antarcticum	1
2933270		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudomarimonas	Pseudomarimonas salicorniae	1
2936507		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. A10-1-5-1	1
2949			Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium		1
2951			Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium microadriaticum	2
2953691		Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Ancylothrix	Ancylothrix sp. D3o	1
296587		Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas commoda	1
2967121		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. H55.11	1
2976002		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae	Nonomuraea	Nonomuraea sp. NBC_00507	1
2979332		Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Prescottella		1
299467		Arthropoda	Arachnida	Trombidiformes	Trombiculidae	Leptotrombidium	Leptotrombidium deliense	1
299717		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces spiramyceticus	1
3026147		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Yoonia	Yoonia sp. GPGPB17	1
3026191		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. SCA2-17	1
3028117		Cyanobacteriota	Cyanophyceae					7
3032367		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Roseiarcaceae	Terripilifer	Terripilifer ovatus	1
303371			Xanthophyceae	Tribonematales	Tribonemataceae	Tribonema	Tribonema minus	2
303405		Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia inconspicua	1
3035089		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Kitasatospora	Kitasatospora sp. GP82	1
3035692		Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas sp. 8E	1
3041		Chlorophyta						1
3042152		Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Tsuneonella	Tsuneonella sp. CC-YZS046	1
3054776		Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	Microbulbifer sp. MKSA007	1
3057338		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium sp. SZCCHNR1015	1
3064350		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas serbiensis	1
3071		Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Chlorella		1
3071414		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. LHD-90	1
307491		Arthropoda	Insecta	Hemiptera	Aphididae	Aphis	Aphis glycines	1
3086		Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae			1
3107663		Vulcanimicrobiota					Vulcanimicrobiota bacterium	2
31199		Mollusca	Bivalvia	Pectinida	Pectinidae	Argopecten	Argopecten irradians	1
3127016		Candidatus Dormiibacterota	Candidatus Dormibacteria	Candidatus Dormibacterales	Candidatus Dormibacteraceae	Candidatus Nephthysia	Candidatus Nephthysia bennettiae	1
314145		Chordata	Mammalia					2
317		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	1
319348		Arthropoda	Insecta	Diptera	Chironomidae	Polypedilum	Polypedilum vanderplanki	1
31989		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae			2
32		Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus		1
32033		Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae			1
3214		Streptophyta	Bryopsida					1
32597		Perkinsozoa		Perkinsida	Perkinsidae	Perkinsus	Perkinsus olseni	1
33090								1
33208								4
33213								9
332591		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces rectiviolaceus	1
33317								2
334736		Bacillota	Bacilli	Caryophanales	Caryophanaceae	Sporosarcina	Sporosarcina soli	1
33511								1
33846		Bacillariophyta	Thalassiosirophyceae					2
33847		Bacillariophyta	Thalassiosirophyceae	Thalassiosirales				1
34765		Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Oikopleura dioica	1
35572		Arthropoda	Insecta	Diptera	Sciaridae	Pseudolycoriella	Pseudolycoriella hygida	1
356		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales				4
35688		Rhodophyta	Bangiophyceae	Porphyridiales	Porphyridiaceae	Porphyridium	Porphyridium purpureum	1
361077		Evosea	Eumycetozoa	Dictyosteliales	Raperosteliaceae	Tieghemostelium	Tieghemostelium lacteum	1
3629		Streptophyta	Magnoliopsida	Malvales	Malvaceae			1
364317		Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Verminephrobacter	Verminephrobacter eiseniae	2
36881		Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Cymbomonas	Cymbomonas tetramitiformis	1
3702		Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabidopsis	Arabidopsis thaliana	1
371196		Cyanobacteriota	Cyanophyceae	Nostocales	Hapalosiphonaceae	Mastigocoleus	Mastigocoleus testarum	1
372654		Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales	Candidatus Pelagibacteraceae	Candidatus Pelagibacter	uncultured Candidatus Pelagibacter sp.	1
374		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium		2
37546		Arthropoda	Insecta	Diptera	Glossinidae	Glossina	Glossina morsitans	1
37567		Arthropoda	Insecta	Lepidoptera				1
37569		Arthropoda	Insecta	Lepidoptera				1
375761		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudooceanicola	Pseudooceanicola nanhaiensis	1
394096		Myxococcota	Myxococcia	Myxococcales	Archangiaceae	Hyalangium	Hyalangium minutum	1
40		Myxococcota	Myxococcia	Myxococcales	Archangiaceae	Stigmatella		1
400682		Porifera	Demospongiae	Haplosclerida	Niphatidae	Amphimedon	Amphimedon queenslandica	1
403962		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Azospirillum	Azospirillum canadense	1
408172							marine metagenome	6
41295		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			1
41296		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae			1
414999		Verrucomicrobiota	Opitutia					1
41875		Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos	1
41880		Chlorophyta	Pseudoscourfieldiophyceae	Pseudoscourfieldiales	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii	1
42192		Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus	Mytilus coruscus	2
423349		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter		1
425072			Eustigmatophyceae	Eustigmatales	Monodopsidaceae			2
426638		Bacillariophyta	Thalassiosirophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros tenuissimus	3
433		Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae			1
433720		Rotifera	Eurotatoria	Adinetida	Adinetidae	Adineta	Adineta steineri	1
436017		Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus sp. 'lucimarinus'	1
43657		Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas luteoviolacea	1
44058			Pelagophyceae	Sarcinochrysidales	Sarcinochrysidaceae	Aureoumbra	Aureoumbra lagunensis	1
44249		Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus		4
44445		Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia australis	1
44578		Rotifera	Eurotatoria					3
447962		Chytridiomycota	Chytridiomycetes	Lobulomycetales	Lobulomycetaceae	Clydaea	Clydaea vesicula	1
448386		Rhodophyta	Florideophyceae	Gracilariales	Gracilariaceae	Gracilariopsis	Gracilariopsis chorda	1
451864								2
454159		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Kiloniellaceae	Kiloniella		1
45443		Chordata	Actinopteri	Cyprinodontiformes				1
461836				Apusomonadida	Apusomonadidae	Thecamonas	Thecamonas trahens	1
468196		Arthropoda	Insecta	Psocodea	Polyplacidae	Polyplax	Polyplax serrata	1
471499		Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Dasania	Dasania marina	1
4762		Oomycota						1
4777		Oomycota	Peronosporomycetes	Peronosporales	Peronosporaceae			1
4793		Oomycota	Peronosporomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora citrophthora	1
482630		Cyanobacteriota	Cyanophyceae	Nostocales	Tolypothrichaceae	Hassallia	Hassallia byssoidea	1
4883		Kickxellomycota	Harpellomycetes	Harpellales	Legeriomycetaceae			1
4919		Ascomycota	Pichiomycetes	Pichiales	Pichiaceae	Pichia		1
49249		Bacillariophyta	Thalassiosirophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii	1
49546		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae			2
499202		Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae			1
50023		Arthropoda	Arachnida	Trombidiformes	Tetranychidae	Panonychus	Panonychus citri	1
502025		Myxococcota		Haliangiales	Kofleriaceae	Haliangium	Haliangium ochraceum	2
50259		Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Rubrivivax	Rubrivivax sp.	1
5073		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium		1
51031		Nematoda	Chromadorea	Rhabditida	Ancylostomatidae	Necator	Necator americanus	1
515417		Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Amphritea		1
52283		Arthropoda	Arachnida	Sarcoptiformes	Sarcoptidae	Sarcoptes	Sarcoptes scabiei	2
53246		Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas		1
533207		Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae			1
54126		Nematoda	Chromadorea	Rhabditida	Neodiplogasteridae	Pristionchus	Pristionchus pacificus	1
558764		Bryozoa	Gymnolaemata	Cheilostomatida				1
559131		Arthropoda	Insecta	Coleoptera	Coccinellidae	Cryptolaemus	Cryptolaemus montrouzieri	1
565045		Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Halieaceae	Luminiphilus	Luminiphilus syltensis	1
5654		Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae			1
568701		Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Moorena	Moorena bouillonii	1
568900		Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Seminavis	Seminavis robusta	1
5761		Heterolobosea	Eutetramitea	Acrasida	Naegleriidae	Naegleria		1
576137		Ascomycota	Leotiomycetes	Helotiales	Mollisiaceae	Phialocephala	Phialocephala subalpina	1
591445		Nematoda	Chromadorea	Rhabditida	Panagrolaimidae	Panagrolaimus	Panagrolaimus sp. ES5	1
59288		Pseudomonadota	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella sp. (in: g-proteobacteria)	1
59841		Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus	Paenibacillus kobensis	1
6040		Porifera						2
6063		Porifera	Demospongiae	Suberitida	Halichondriidae	Halichondria	Halichondria panicea	1
6072								5
6125		Cnidaria	Anthozoa	Scleractinia				1
6236		Nematoda	Chromadorea	Rhabditida				1
6237		Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis		1
624315		Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Phytohabitans	Phytohabitans suffuscus	2
626		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus		1
631222		Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paraherbaspirillum	Paraherbaspirillum soli	1
6347		Annelida	Polychaeta	Sabellida	Oweniidae	Owenia	Owenia fusiformis	1
635003		Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	Fragilariopsis cylindrus	2
642074		Arthropoda	Insecta	Hemiptera	Nepidae	Ranatra	Ranatra chinensis	1
6447		Mollusca						4
6523		Mollusca	Gastropoda		Lymnaeidae	Lymnaea	Lymnaea stagnalis	1
652676							hydrothermal vent metagenome	1
652834						Palpitomonas	Palpitomonas bilix	1
6545		Mollusca	Bivalvia					1
65475		Actinomycetota	Actinomycetes	Sporichthyales	Sporichthyaceae	Sporichthya	Sporichthya sp.	1
6548		Mollusca	Bivalvia	Mytilida	Mytilidae	Mytilus		1
6563		Mollusca	Bivalvia	Ostreida	Ostreidae			1
6566		Mollusca	Bivalvia	Pectinida	Pectinidae			1
6592		Mollusca	Bivalvia	Venerida	Veneridae			1
662		Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio		3
66429		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces roseoverticillatus	1
666505		Planctomycetota	Phycisphaerae					1
666506		Planctomycetota	Phycisphaerae	Phycisphaerales				1
6668		Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia		1
66713		Mollusca	Bivalvia	Pterioida	Pteriidae	Pinctada	Pinctada imbricata	4
667725			Ichthyosporea	Ichthyophonida		Sphaeroforma	Sphaeroforma arctica	1
668		Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	Aliivibrio fischeri	1
670		Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus	1
670386		Evosea	Eumycetozoa	Acytosteliales	Acytosteliaceae	Heterostelium	Heterostelium album	1
67260		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces cinereoruber	1
67373		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces varsoviensis	1
68200		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces flavofungini	1
6832		Arthropoda	Copepoda	Harpacticoida	Harpacticidae	Tigriopus	Tigriopus californicus	1
68336								1
6875		Arthropoda	Arachnida	Scorpiones	Buthidae	Centruroides		1
69277		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae			1
7029		Arthropoda	Insecta	Hemiptera	Aphididae	Acyrthosiphon	Acyrthosiphon pisum	1
708627		Rhodophyta	Bangiophyceae	Porphyridiales	Porphyridiaceae	Timspurckia	Timspurckia oligopyrenoides	1
715037		Pseudomonadota	Alphaproteobacteria	Candidatus Pelagibacterales			uncultured SAR11 cluster alpha proteobacterium H17925_38M03	1
716546		Ascomycota						9
72004		Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos mutus	1
73025		Euglenozoa	Euglenida	Eutreptiales	Eutreptiaceae	Eutreptiella	Eutreptiella gymnastica	1
74201		Verrucomicrobiota						1
742174		Arthropoda	Insecta	Hemiptera	Aphididae	Melanaphis	Melanaphis sacchari	1
748121		Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe batatas	1
7496		Arthropoda	Insecta					2
7574		Brachiopoda	Lingulata	Lingulida	Lingulidae	Lingula	Lingula anatina	1
7581		Echinodermata	Crinoidea	Comatulida				1
7652		Echinodermata	Echinoidea	Temnopleuroida	Toxopneustidae	Lytechinus		1
76758		Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas orientalis	1
77133							uncultured bacterium	1
7737		Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma		1
7739		Chordata	Leptocardii	Amphioxiformes	Branchiostomatidae	Branchiostoma	Branchiostoma floridae	1
7742		Chordata						1
7776		Chordata						2
78156		Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Pseudogymnoascus		1
79012		Evosea	Eumycetozoa	Dictyosteliales	Dictyosteliaceae	Dictyostelium	Dictyostelium firmibasis	1
8015		Chordata	Actinopteri	Salmoniformes	Salmonidae			1
80816		Myxococcota		Haliangiales	Kofleriaceae	Haliangium	Haliangium ochraceum	1
80840		Pseudomonadota	Betaproteobacteria	Burkholderiales				1
8087		Chordata	Actinopteri	Cyprinodontiformes				1
81569		Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Ruegeria	Ruegeria atlantica	1
81824			Choanoflagellata	Craspedida	Salpingoecidae	Monosiga	Monosiga brevicollis	1
83141		Arthropoda	Arachnida	Trombidiformes				1
8319		Chordata	Amphibia	Caudata	Salamandridae	Pleurodeles	Pleurodeles waltl	1
8345		Chordata	Amphibia	Anura	Bombinatoridae	Bombina	Bombina bombina	1
83461		Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus		1
84567		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		1
84992		Actinomycetota	Acidimicrobiia					1
84993		Actinomycetota	Acidimicrobiia	Acidimicrobiales				1
870485		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina addita	1
878477			Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium natans	1
88036		Streptophyta	Lycopodiopsida	Selaginellales	Selaginellaceae	Selaginella	Selaginella moellendorffii	1
89954			Dinophyceae	Suessiales				1
89957			Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella glacialis	2
90675		Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Camelina	Camelina sativa	1
91324		Cercozoa	Chlorarachniophyceae			Lotharella	Lotharella globosa	1
91347		Pseudomonadota	Gammaproteobacteria	Enterobacterales				2
9261		Chordata	Mammalia	Monotremata	Tachyglossidae	Tachyglossus	Tachyglossus aculeatus	1
927083		Myxococcota		Polyangiales	Sandaracinaceae	Sandaracinus	Sandaracinus amylolyticus	3
937772		Pseudomonadota	Gammaproteobacteria	Alteromonadales			gamma proteobacterium IMCC1989	1
941254		Arthropoda	Insecta	Coleoptera	Meloidae	Epicauta	Epicauta chinensis	1
943939		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella damuponensis	1
945734		Cyanobacteriota	Cyanophyceae	Pleurocapsales	Pleurocapsaceae	Hyella	Hyella patelloides	1
95742		Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia clavata	1
959		Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Bdellovibrio	Bdellovibrio bacteriovorus	1
96803		Arthropoda	Malacostraca	Isopoda	Armadillidiidae	Armadillidium	Armadillidium nasatum	1
976		Bacteroidota						6
994334		Mucoromycota	Endogonomycetes	Endogonales	Endogonaceae	Jimgerdemannia	Jimgerdemannia flammicorona	1
