taxid	kingdom	phylum	class	order	family	genus	species
1714261		Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermocladium	Thermocladium sp. ECH_B
173975		Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	uncultured Shewanella sp.
1763		Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
1778		Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium gordonae
1783234							
1783257							
1783272							
1796635		Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longicatena	Longicatena caecimuris
180675		Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Salvia	Salvia splendens
1821036		Bacteroidota	Cytophagia	Cytophagales	Reichenbachiellaceae	Reichenbachiella	Reichenbachiella versicolor
1825094		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sp. M39
1835		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	
183924		Thermoproteota	Thermoprotei				
1841597		Candidatus Heimdallarchaeota					Candidatus Heimdallarchaeota archaeon LC_2
186817		Bacillota	Bacilli	Caryophanales	Bacillaceae		
1869227							bacterium
189291		Nematoda	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne	Meloidogyne graminicola
1898104		Bacteroidota					Bacteroidota bacterium
1898112		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		Rhodospirillaceae bacterium
1906665							archaeon
1906666		Thermoplasmatota	Thermoplasmata				Thermoplasmata archaeon
1913988		Pseudomonadota	Alphaproteobacteria				Alphaproteobacteria bacterium
1913989		Pseudomonadota	Gammaproteobacteria				Gammaproteobacteria bacterium
1936988		Bacteroidota	Saprospiria	Saprospirales			
1940289		Bacteroidota	Saprospiria	Saprospirales	Haliscomenobacteraceae	Phaeodactylibacter	Phaeodactylibacter sp.
194690		Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
1947927		Elusimicrobiota	Endomicrobiia	Endomicrobiales	Endomicrobiaceae	Candidatus Ruminimicrobiellum	Candidatus Ruminimicrobiellum ovillum
195		Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter coli
197		Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni
1978231		Acidobacteriota					Acidobacteriota bacterium
2							
201174		Actinomycetota					
2018661		Nematoda	Chromadorea	Rhabditida	Rhabditidae	Diploscapter	Diploscapter pachys
2021391		Bacteroidota	Flavobacteriia	Flavobacteriales			Flavobacteriales bacterium
2026743		Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Halieaceae		Halieaceae bacterium
2026763		Myxococcota	Myxococcia	Myxococcales			Myxococcales bacterium
2026799		Verrucomicrobiota					Verrucomicrobiota bacterium
2026803		Candidatus Woesearchaeota					Candidatus Woesearchaeota archaeon
2030823		Pseudomonadota	Alphaproteobacteria	Maricaulales	Robiginitomaculaceae	Robiginitomaculum	Robiginitomaculum sp.
203691		Spirochaetota					
204039		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya dianthicola
204457		Pseudomonadota	Alphaproteobacteria	Sphingomonadales			
2051041		Bacteroidota	Cytophagia	Cytophagales	Spirosomataceae	Ravibacter	Ravibacter arvi
2052139							Patescibacteria group bacterium
2069432		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pseudotamlana	Pseudotamlana carrageenivorans
2073117		Chloroflexota	Anaerolineae	Anaerolineales			Anaerolineales bacterium
210454		Bacillariophyta	Fragilariophyceae	Rhabdonematales	Grammatophoraceae	Grammatophora	Grammatophora oceanica
2126338		Pseudomonadota	Gammaproteobacteria			Candidatus Kentrum	Candidatus Kentrum sp. FW
218467		Arthropoda	Arachnida	Scorpiones	Buthidae	Centruroides	Centruroides sculpturatus
2202339		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga varians
224379		Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Hahellaceae		
2301116		Nematoda	Chromadorea	Rhabditida			
230494		Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Reinekea	
2562237			Dinophyceae	Suessiales	Symbiodiniaceae	Cladocopium	Cladocopium goreaui
2607784		Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Okeania	Okeania sp. SIO2B3
2607786		Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Okeania	Okeania sp. SIO3C4
2607809		Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Symploca	Symploca sp. SIO2E6
2631174		Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	
2652724		Cnidaria	Anthozoa	Actiniaria	Aiptasiidae	Exaiptasia	Exaiptasia diaphana
266810		Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium lipolyticum
2683910		Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Gallicola	Gallicola sp.
2738142		Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. erpn
2741070		Myxococcota	Myxococcia	Myxococcales	Pendulisporaceae	Pendulispora	Pendulispora rubella
2749911		Bacillariophyta	Thalassiosirophyceae	Eupodiscales	Odontellaceae	Pseudictyota	Pseudictyota dubia
2768738		Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Zooshikellaceae	Spartinivicinus	
2789857		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. CBW1107
27933		Porifera	Calcarea	Leucosolenida	Sycettidae	Sycon	Sycon ciliatum
2820187		Ctenophora	Tentaculata	Lobata	Bolinopsidae	Bolinopsis	Bolinopsis microptera
28211		Pseudomonadota	Alphaproteobacteria				
2840799		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Candidatus Faeciplasma	Candidatus Faeciplasma gallinarum
2890311		Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
29		Myxococcota	Myxococcia	Myxococcales			
29073		Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus maritimus
290746		Nematoda	Chromadorea	Rhabditida	Cephalobidae	Acrobeloides	Acrobeloides nanus
29497		Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus
2951			Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium microadriaticum
2952			Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium	Symbiodinium pilosum
2975358		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Empedobacter	Empedobacter sp. GD03644
3028117		Cyanobacteriota	Cyanophyceae				
3041496		Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas halotolerans
312278		Bacteroidota	Cytophagia	Cytophagales	Leadbetterellaceae	Emticicia	
33208							
34507		Nematoda	Chromadorea	Rhabditida	Steinernematidae	Steinernema	
34632		Arthropoda	Arachnida	Ixodida	Ixodidae	Rhipicephalus	Rhipicephalus sanguineus
352152		Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	uncultured Acidaminococcus sp.
36881		Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Cymbomonas	Cymbomonas tetramitiformis
376150		Myxococcota	Myxococcia	Myxococcales		Paraliomyxa	Paraliomyxa miuraensis
3848		Streptophyta	Magnoliopsida	Fabales	Fabaceae	Glycine	Glycine soja
391625		Myxococcota		Nannocystales	Nannocystaceae	Plesiocystis	Plesiocystis pacifica
39493		Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium tarantellae
39769		Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus	Methylococcus sp.
400682		Porifera	Demospongiae	Haplosclerida	Niphatidae	Amphimedon	Amphimedon queenslandica
408580		Bacillota	Bacilli	Caryophanales	Bacillaceae	Bacillus	Bacillus coahuilensis
43658		Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas rubra
44578		Rotifera	Eurotatoria				
4555		Streptophyta	Magnoliopsida	Poales	Poaceae	Setaria	Setaria italica
459		Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella sp.
45954		Mollusca	Bivalvia	Myida	Dreissenidae	Dreissena	Dreissena polymorpha
47308		Chordata	Actinopteri	Gobiiformes	Gobiidae	Neogobius	Neogobius melanostomus
47600		Streptophyta	Magnoliopsida	Malvales	Malvaceae	Gossypium	Gossypium anomalum
48461		Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales			
5068		Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis
53246		Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
53475		Nematoda	Chromadorea	Rhabditida	Rhabditidae	Mesorhabditis	
54125		Nematoda	Chromadorea	Rhabditida	Neodiplogasteridae	Pristionchus	
54126		Nematoda	Chromadorea	Rhabditida	Neodiplogasteridae	Pristionchus	Pristionchus pacificus
572511		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
57723		Acidobacteriota					
591936		Chordata	Mammalia	Primates	Cercopithecidae	Piliocolobus	Piliocolobus tephrosceles
6236		Nematoda	Chromadorea	Rhabditida			
6238		Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis briggsae
6265		Nematoda	Chromadorea	Rhabditida	Toxocaridae	Toxocara	Toxocara canis
6274		Nematoda	Chromadorea	Rhabditida			
6296		Nematoda	Chromadorea	Rhabditida	Onchocercidae		
6447		Mollusca					
6454		Mollusca	Gastropoda	Lepetellida	Haliotidae	Haliotis	Haliotis rufescens
651137		Nitrososphaerota					
652676							hydrothermal vent metagenome
665099		Bacillota	Bacilli	Caryophanales	Bacillaceae	Cytobacillus	Cytobacillus oceanisediminis
66852		Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp.
6854		Arthropoda	Arachnida				
6875		Arthropoda	Arachnida	Scorpiones	Buthidae	Centruroides	
68877		Arthropoda	Insecta	Diptera	Culicidae	Anopheles	
6913		Arthropoda	Arachnida	Araneae	Araneidae		
7157		Arthropoda	Insecta	Diptera	Culicidae		
716546		Ascomycota					
7260		Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	Drosophila willistoni
74971		Arthropoda	Arachnida	Araneae			
768507		Bacteroidota	Cytophagia	Cytophagales			
84566		Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae		
870187		Pseudomonadota	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix	Thiothrix nivea
874455		Arthropoda	Insecta	Lepidoptera	Erebidae	Arctia	Arctia plantaginis
89954			Dinophyceae	Suessiales			
89957			Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella glacialis
9263		Chordata	Mammalia				
9277		Chordata	Mammalia	Dasyuromorphia	Dasyuridae		
976		Bacteroidota					
