taxid	kingdom	phylum	class	order	family	genus	species
200940		Thermodesulfobacteriota					
201174		Actinomycetota					
2012485		Candidatus Aerophobota					Candidatus Aerophobetes bacterium Ae_b3a
2012522		Thermoplasmatota	Thermoplasmata	Thermoplasmatales			Thermoplasmatales archaeon ex4484_30
2012528		Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	Thermofilum sp. ex4484_82
2012533		Thermoproteota	Thermoprotei				Thermoprotei archaeon ex4572_64
2013075		Pseudomonadota	Alphaproteobacteria				Alphaproteobacteria bacterium MarineAlpha4_Bin2
2013104		Pseudomonadota	Alphaproteobacteria				Alphaproteobacteria bacterium MarineAlpha10_Bin2
2013673		Candidatus Altarchaeota	Candidatus Altarchaeia	Candidatus Altarchaeales			Candidatus Altarchaeales archaeon HGW-Altarchaeales s-1
2013674		Candidatus Altarchaeota	Candidatus Altarchaeia	Candidatus Altarchaeales			Candidatus Altarchaeales archaeon HGW-Altarchaeales-2
2013685		Bacteroidota					Bacteroidetes bacterium HGW-Bacteroidetes-17
2013690		Bacteroidota					Bacteroidetes bacterium HGW-Bacteroidetes-21
2013722		Candidatus Sumerlaeota					candidate division BRC1 bacterium HGW-BRC1-1
2013854		Candidatus Walliibacteriota					Candidatus Wallbacteria bacterium HGW-Wallbacteria-1
2014308		Elusimicrobiota					Elusimicrobia bacterium CG08_land_8_20_14_0_20_44_26
2015558		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. BFFFF2
2017437		Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Thiolapillus	Thiolapillus sp.
2021391		Bacteroidota	Flavobacteriia	Flavobacteriales			Flavobacteriales bacterium
2024844		Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina	Nitrospina sp.
2024893		Pseudomonadota	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae		Acidiferrobacteraceae bacterium
2024894		Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae		Acidimicrobiaceae bacterium
2024896		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae		Anaerolineaceae bacterium
2024965		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Dictyobacter	
2026714		Candidatus Bathyarchaeota					Candidatus Bathyarchaeota archaeon
2026724		Chloroflexota					Chloroflexota bacterium
2026725		Pseudomonadota	Gammaproteobacteria	Chromatiales			Chromatiales bacterium
2026728		Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae		Crocinitomicaceae bacterium
2026729		Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae		Cytophagaceae bacterium
2026733		Chloroflexota	Dehalococcoidia	Dehalococcoidales			Dehalococcoidales bacterium
2026734		Chloroflexota	Dehalococcoidia				Dehalococcoidia bacterium
2026735		Myxococcota	Myxococcia				Deltaproteobacteria bacterium
2026736		Candidatus Iainarchaeota	Candidatus Iainarchaeia	Candidatus Iainarchaeales	Candidatus Iainarchaeaceae	Candidatus Iainarchaeum	Candidatus Iainarchaeum sp.
2026739		Methanobacteriota					Methanobacteriota archaeon
2026740		Bacteroidota	Cytophagia	Cytophagales	Flammeovirgaceae		Flammeovirgaceae bacterium
2026742		Gemmatimonadota					Gemmatimonadota bacterium
2026745		Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Halobacteriovoraceae		Halobacteriovoraceae bacterium
2026749		Ignavibacteriota					Ignavibacteriota bacterium
2026757		Spirochaetota	Leptospiria	Leptospirales	Leptospiraceae		Leptospiraceae bacterium
2026759		Pseudomonadota	Magnetococcia	Magnetococcales			Magnetococcales bacterium
2026763		Myxococcota	Myxococcia	Myxococcales			Myxococcales bacterium
2026769		Nitrospinota					Nitrospinota bacterium
2026770		Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae		Nitrospiraceae bacterium
2026778		Planctomycetota	Phycisphaerae				Phycisphaerae bacterium
2026779		Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae		Planctomycetaceae bacterium
2026780		Planctomycetota					Planctomycetota bacterium
2026781		Candidatus Poribacteria					Candidatus Poribacteria bacterium
2026790		Bacteroidota	Saprospiria	Saprospirales			Saprospirales bacterium
2026791		Acidobacteriota	Terriglobia	Bryobacterales			Bryobacterales bacterium
2026792		Spirochaetota	Spirochaetia	Spirochaetales			Spirochaetales bacterium
2026795		Nitrososphaerota					Nitrososphaerota archaeon
2026798		Deinococcota	Deinococci	Trueperales	Trueperaceae		Trueperaceae bacterium
2026799		Verrucomicrobiota					Verrucomicrobiota bacterium
2026800		Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae		Verrucomicrobiaceae bacterium
2026801		Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales			Verrucomicrobiales bacterium
2026803		Candidatus Woesearchaeota					Candidatus Woesearchaeota archaeon
2026807		Pseudomonadota	Candidatius Mariprofundia				Zetaproteobacteria bacterium
2026887		Nitrospirota					Nitrospirota bacterium
2026888		Actinomycetota	Thermoleophilia				Thermoleophilia bacterium
2030800		Elusimicrobiota					Elusimicrobiota bacterium
2030807		Candidatus Aerophobota					Candidatus Aerophobota bacterium
2030808		Candidatus Cloacimonadota					Candidatus Cloacimonadota bacterium
2030809		Candidatus Hydrogenedentota					Candidatus Hydrogenedentota bacterium
2030828		Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae		Piscirickettsiaceae bacterium
2030927		Bacteroidota	Bacteroidia	Bacteroidales			Bacteroidales bacterium
2033014		Armatimonadota					Armatimonadota bacterium
203494		Verrucomicrobiota	Verrucomicrobiia				
2035411							bacterium HR16
2035412		Candidatus Fervidibacterota	Fervidibacteria	Fervidibacterales	Fervidibacteraceae	Fervidibacter	Candidatus Fervidibacter japonicus
2035418							bacterium HR23
2035427							bacterium HR32
2035437							archaeon HR01
2035771		Pseudomonadota	Candidatus Lambdaproteobacteria				Candidatus Lambdaproteobacteria bacterium
2035772		Candidatus Omnitrophota					Candidatus Omnitrophota bacterium
203682		Planctomycetota					
203683		Planctomycetota	Planctomycetia				
2039234		Methanobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium litoreum
2041840		Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Galactobacillus	Galactobacillus timonensis
2043165		Acidobacteriota	Terriglobia	Bryobacterales	Solibacteraceae	Candidatus Sulfopaludibacter	Candidatus Sulfopaludibacter sp. SbA4
204432		Acidobacteriota	Terriglobia				
204441		Pseudomonadota	Alphaproteobacteria	Rhodospirillales			
2044587		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella arabinosiphila
2044591		Candidatus Fermentibacterota					Candidatus Fermentibacterota bacterium
2044594		Candidatus Delongiibacteriota					Candidatus Delongbacteria bacterium
2044936		Bacteroidota	Bacteroidia				Bacteroidia bacterium
2044939		Bacillota	Clostridia				Clostridia bacterium
2044940		Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales			Desulfobacterales bacterium
2044941		Bacteroidota	Flavobacteriia				Flavobacteriia bacterium
2044944		Bacteroidota	Sphingobacteriia	Sphingobacteriales			Sphingobacteriales bacterium
2047937		Bacteroidota					Bacteroidetes bacterium endosymbiont of Geopemphigus sp.
2049043		Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae		Desulfovibrionaceae bacterium
2049044		Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		Erysipelotrichaceae bacterium
2049048		Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae		Rikenellaceae bacterium
2049428		Ignavibacteriota	Ignavibacteria	Ignavibacteriales			Ignavibacteriales bacterium
2049431		Bacillota	Tissierellia				Tissierellia bacterium
2049433		Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae		Desulfobacteraceae bacterium
2049916		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Rurimicrobium	Rurimicrobium arvi
2052142		Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae		Acidobacteriaceae bacterium
2052143		Chloroflexota	Anaerolineae				Anaerolineae bacterium
2052146		Acidobacteriota	Blastocatellia				Blastocatellia bacterium
2052148		candidate division WOR-3					candidate division WOR-3 bacterium
2052149		Candidatus Aminicenantota					Candidatus Aminicenantota bacterium
2052151		Candidatus Levyibacteriota					Candidatus Levyibacteriota bacterium
2052164		Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae		Gemmataceae bacterium
2052166		Candidatus Melainabacteria					Candidatus Melainabacteria bacterium
2052174		Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae		Methylocystaceae bacterium
2052180		Planctomycetota	Phycisphaerae	Phycisphaerales			Phycisphaerales bacterium
2052181		Planctomycetota	Planctomycetia				Planctomycetia bacterium
2052186		Verrucomicrobiota	Verrucomicrobiia	Limisphaerales			Limisphaerales bacterium
2052315		Candidatus Dormiibacterota					Candidatus Dormiibacterota bacterium
2053303		Bacteroidota	Bacteroidia	Marinilabiliales			Marinilabiliales bacterium
2053306		Ignavibacteriota	Ignavibacteria				Ignavibacteria bacterium
2053307		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae		Desulfobulbaceae bacterium
2053489		Promethearchaeota					Promethearchaeota archaeon
2053491		Candidatus Thorarchaeota					Candidatus Thorarchaeota archaeon
2053498		Bacteroidota	Cytophagia	Cytophagales	Amoebophilaceae		Amoebophilaceae bacterium
2053509		Atribacterota	Atribacteria				Candidatus Atribacteria bacterium
2053517		Bdellovibrionota	Bdellovibrionia	Bdellovibrionales			Bdellovibrionales bacterium
2053527		Candidatus Zixiibacteriota					Candidatus Zixiibacteriota bacterium
2053538		Pseudomonadota	Gammaproteobacteria		Candidatus Competibacteraceae		Candidatus Competibacteraceae bacterium
2053541		Bacteroidota	Cytophagia	Cytophagales			Cytophagales bacterium
2053546		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfofustis	Desulfofustis sp.
2053554		Candidatus Falkowiibacteriota					Candidatus Falkowbacteria bacterium
2053560		Aquificota	Aquificia	Aquificales	Aquificaceae	Hydrogenobaculum	Hydrogenobaculum sp.
2053569		Lentisphaerota	Lentisphaeria				Lentisphaeria bacterium
2053570		Candidatus Latescibacterota					Candidatus Latescibacterota bacterium
2053586		Candidatus Rifleibacteriota					Candidatus Rifleibacteriota bacterium
2053591		Planctomycetota	Planctomycetia	Planctomycetales			Planctomycetales bacterium
2053607		Candidatus Rokuibacteriota					Candidatus Rokuibacteriota bacterium
2053640		Candidatus Walliibacteriota					Candidatus Wallbacteria bacterium
2054315		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Nemorincola	Nemorincola caseinilytica
2056631		Thermoproteota					Thermoproteota archaeon
2060920							bacterium UBP9_UBA11836
2062		Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae		
206664		Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfonauticaceae	Desulfonauticus	
2072417		Candidatus Methylomirabilota					Candidatus Methylomirabilota bacterium
2073116		Acidobacteriota	Holophagae				Holophagae bacterium
2073117		Chloroflexota	Anaerolineae	Anaerolineales			Anaerolineales bacterium
2077091		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Flavipsychrobacter	Flavipsychrobacter stenotrophus
2078		Bacillota	Bacilli	Caryophanales	Sporolactobacillaceae	Sporolactobacillus	Sporolactobacillus inulinus
2080302		Actinomycetota	Acidimicrobiia				Acidimicrobiia bacterium
2080303		Thermodesulfobacteriota	Candidatus Dadabacteria				Candidatus Dadabacteria bacterium
2081523		Acidobacteriota	Terriglobia				Terriglobia bacterium
2093358		Candidatus Hydrogenedentota	Candidatus Abyssobacteria				
2093361		Candidatus Hydrogenedentota	Candidatus Abyssobacteria				Candidatus Abyssobacteria bacterium SURF_17
2093366		Candidatus Auribacterota	Candidatus Auribacteria	Candidatus Auribacterales	Candidatus Auribacteraceae	Candidatus Auribacter	Candidatus Auribacter fodinae
2093372		Actinomycetota	Thermoleophilia	Gaiellales			Gaiellales bacterium
2094028		Planctomycetota	Candidatus Brocadiia	Candidatus Brocadiales	Candidatus Brocadiaceae		Candidatus Brocadiaceae bacterium
2099675		Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae		Cyclobacteriaceae bacterium
2099678		Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales			Desulfuromonadales bacterium
2099683		Thermomicrobiota	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae		Sphaerobacteraceae bacterium
2107588		Candidatus Sumerlaeota					Candidatus Sumerlaeota bacterium
213115		Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales			
213116		Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae		
213118		Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales			
213119		Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae		
213121		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae		
2133944		Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Pseudoprevotella	Pseudoprevotella muciniphila
213465		Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae		
2137776							archaeon SCG-AAA382B04
2138241		Nematoda	Chromadorea	Rhabditida	Rhabditidae	Mesorhabditis	Mesorhabditis belari
2157							
2161867		Verrucomicrobiota					Verrucomicrobia bacterium LW23
216572		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		
2172550							Candidatus Zhuqueibacterota bacterium
2175		Methanobacteriota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	
2182		Methanobacteriota	Methanococci	Methanococcales			
218207		Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfatibacillaceae	Desulfatibacillum	
2184738		Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae		Desulfurococcaceae archaeon
2200854		Verrucomicrobiota	Opitutia	Puniceicoccales		Candidatus Moanibacter	Candidatus Moanibacter tarae
2201156		Actinomycetota	Acidimicrobiia	Acidimicrobiales			Acidimicrobiales bacterium
2202144		Spirochaetota					Spirochaetota bacterium
2202151		Aquificota					Aquificota bacterium
2202153		Thermodesulfobacteriota					Thermodesulfobacteriota bacterium
2202734		Bacteroidota	Saprospiria	Saprospirales	Saprospiraceae		Saprospiraceae bacterium
2204302		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium poyangense
2208		Methanobacteriota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri
221126		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Algibacter	Algibacter lectus
2212467		Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae		Bacteroidaceae bacterium
2212469		Calditrichota					Calditrichota bacterium
2212470		Candidatus Eiseniibacteriota					Candidatus Eiseniibacteriota bacterium
2212473		Kiritimatiellota	Kiritimatiellia				Kiritimatiellia bacterium
2231		Methanobacteriota	Archaeoglobi	Archaeoglobales			
2234132		Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia reimsis
2237		Methanobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	
2239		Methanobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	
224756		Methanobacteriota	Methanomicrobia				
2250254		Methanobacteriota	Thermococci				Thermococci archaeon
2250256		Candidatus Altarchaeota	Candidatus Altarchaeia	Candidatus Altarchaeales			Candidatus Altarchaeales archaeon
2250258		Methanobacteriota	Archaeoglobi	Archaeoglobales			Archaeoglobales archaeon
2250272		Candidatus Coatesiibacteriota					Candidatus Coatesiibacteriota bacterium
2250273		Candidatus Geothermarchaeota					Candidatus Geothermarchaeota archaeon
2250274		Microcaldota					Microcaldota archaeon
2250276		Candidatus Hadarchaeota	Candidatus Hadarchaeia				Hadesarchaea archaeon
2250277		Thermoproteota	Thermoprotei				Thermoprotei archaeon
2250710							candidate division TA06 bacterium
225991		Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas aquatica
2268145		Deinococcota	Deinococci	Thermales	Thermaceae	Oceanithermus	Oceanithermus sp.
2268176		Thermoproteota	Thermoprotei	Acidilobales			Acidilobales archaeon
2268184		Candidatus Fraseribacteriota					Candidatus Fraserbacteria bacterium
2268190		Pseudomonadota	Gammaproteobacteria	Candidatus Tenderiales	Candidatus Tenderiaceae	Candidatus Tenderia	Candidatus Tenderia sp.
2268198		Nitrososphaerota	Nitrososphaeria				Nitrososphaeria archaeon
2268199		Myxococcota		Polyangiales	Polyangiaceae		Polyangiaceae bacterium
2268201		Synergistota	Synergistia	Synergistales			Synergistales bacterium
2268204		Thermoplasmatota	Thermoplasmata	Thermoplasmatales			Thermoplasmatales archaeon
2268206		Thermotogota	Thermotogae	Thermotogales	Thermotogaceae		Thermotogaceae bacterium
2269		Thermoproteota	Thermoprotei	Thermofilales	Thermofilaceae	Thermofilum	Thermofilum pendens
2270		Thermoproteota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	
2272		Thermoproteota	Thermoprotei	Desulfurococcales	Desulfurococcaceae		
2281		Thermoproteota	Thermoprotei	Sulfolobales			
2282142		Acidobacteriota	Terriglobia	Terriglobales			Terriglobales bacterium
2282155		Thermodesulfobacteriota	Syntrophobacteria	Syntrophobacterales			Syntrophobacterales bacterium
2283092		Acidobacteriota	Blastocatellia	Blastocatellales	Pyrinomonadaceae		Pyrinomonadaceae bacterium
2283796		Thermoplasmatota					
2291956		Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. R6-10
2293857		Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	Desulfonatronospira	Desulfonatronospira sp. MSAO_Bac3
2299		Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina	
229919		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermolimosa
229920		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	Leptolinea tardivitalis
2300		Thermodesulfobacteriota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcina	Desulfosarcina variabilis
2306968		Chloroflexota	Ktedonobacteria	Ktedonobacterales			Ktedonobacterales bacterium
231447		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfogranum	Desulfogranum japonicum
2315423		Candidatus Sumerlaeota	Candidatus Sumerlaeia	Candidatus Sumerlaeales	Candidatus Sumerlaeaceae		Candidatus Sumerlaeaceae bacterium
2339230		Actinomycetota	Actinomycetes	Streptosporangiales	Streptosporangiaceae		Streptosporangiaceae bacterium
234827		Pseudomonadota	Alphaproteobacteria	Rickettsiales	Candidatus Midichloriaceae	Candidatus Midichloria	Candidatus Midichloria mitochondrii
2358		Thermodesulfobacteriota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	Desulfomonile tiedjei
2358456		Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae		Nitrospinaceae bacterium
2358460		Nitrospirota	Nitrospiria	Nitrospirales			Nitrospirales bacterium
2364211		Chloroflexota	Candidatus Thermofontia	Phototrophicales			Phototrophicales bacterium
237		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
238		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia meningoseptica
2382126		Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Riemerella	Riemerella sp.
2382230							Bacteroidetes/Chlorobi group bacterium ChocPot_Mid
239		Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp.
2419		Thermotogota	Thermotogae	Thermotogales			
2419984		Candidatus Schekmaniibacteriota					Candidatus Schekmanbacteria bacterium
2448050		Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales			Desulfovibrionales bacterium
2448052		Pseudomonadota	Alphaproteobacteria	Geminicoccales	Geminicoccaceae		Geminicoccaceae bacterium
2448054		Gemmatimonadota	Gemmatimonadia	Gemmatimonadales			Gemmatimonadales bacterium
2448778		Bacteroidota	Chitinophagia				Chitinophagia bacterium
2448779		Bacteroidota	Chitinophagia	Chitinophagales			Chitinophagales bacterium
246874		Bacteroidota	Flavobacteriia	Flavobacteriales	Cryomorphaceae		
2480821		Thermoproteota	Thermoprotei	Desulfurococcales			Desulfurococcales archaeon
2485925		Bacillota	Clostridia	Eubacteriales	Oscillospiraceae		Oscillospiraceae bacterium
2486577		Pseudomonadota	Alphaproteobacteria	Rickettsiales			Rickettsiales endosymbiont of Peranema trichophorum
2487747		Methanobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula rubra
2499141		Verrucomicrobiota	Verrucomicrobiia				Verrucomicrobiia bacterium
2500179		Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Aestuariispiraceae	Hwanghaeella	Hwanghaeella grinnelliae
2506407		Pseudomonadota	Alphaproteobacteria	Geminicoccales	Geminicoccaceae	Geminicoccus	Geminicoccus flavidas
2510331		Actinomycetota	Actinomycetes	Candidatus Actinomarinales			Candidatus Actinomarinales bacterium
2527968		Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Aureliella	Aureliella helgolandensis
2527980		Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Stratiformator	Stratiformator vulcanicus
2528007		Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Polystyrenella	Polystyrenella longa
2528010		Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Lignipirellula	Lignipirellula cremea
2528020		Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Poriferisphaera	Poriferisphaera corsica
2528027		Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	Calycomorphotria	Calycomorphotria hydatis
2528274		Candidatus Tectimicrobiota					Candidatus Tectimicrobiota bacterium
2528828		Candidatus Stahliibacteriota					Candidatus Stahliibacteriota bacterium
2545689		Methanobacteriota	Candidatus Methanoliparia	Candidatus Methanoliparales			
2548426		Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Sedimenticola	Candidatus Sedimenticola endophacoides
2562117		Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae		Chloroflexaceae bacterium
2562237			Dinophyceae	Suessiales	Symbiodiniaceae	Cladocopium	Cladocopium goreaui
2569540		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfosediminicola	Desulfosediminicola ganghwensis
2569541		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfosediminicola	Desulfosediminicola flagellatus
2569760		Candidatus Sysuimicrobiota	Candidatus Sysuimicrobiia	Candidatus Sysuimicrobiales	Candidatus Segetimicrobiaceae	Candidatus Segetimicrobium	Candidatus Segetimicrobium genomatis
2586742		Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		Solirubrobacteraceae bacterium
2587834		Chloroflexota	Dehalococcoidia				SAR202 cluster bacterium AC-409-J13_OGT_754m
2587840		Chloroflexota	Dehalococcoidia				SAR202 cluster bacterium AD-802-E10_MRT_200m
2596890		Planctomycetota	Candidatus Uabimicrobiia	Candidatus Uabimicrobiales	Candidatus Uabimicrobiaceae	Candidatus Uabimicrobium	Candidatus Uabimicrobium amorphum
2598453		Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. 116-D4
2599935		Dictyoglomota					Dictyoglomota bacterium
2600177			Deltaproteobacteria	Bradymonadales	Allomicrovenatoraceae	Allomicrovenator	Allomicrovenator marinus
2602803		Candidatus Glassiibacteriota					Candidatus Glassiibacteriota bacterium
2606638		Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Bullifex	Bullifex porci
2607768		Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya	Leptolyngbya sp. SIO1E4
2607777		Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Okeania	Okeania sp. SIO1H5
2607802		Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Okeania	Okeania sp. SIO2H7
2607807		Cyanobacteriota	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya	Leptolyngbya sp. SIO1D8
2607842		Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Moorena	Moorena sp. SIO3C2
2609250		Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Rathayibacter	
2615202		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	
2622382		Aquificota	Aquificia	Aquificales	Aquificaceae	Hydrogenobaculum	
2622732		Methanobacteriota	Halobacteria	Halobacteriales	Haladaptataceae	Haladaptatus	
2628593		Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halogeometricum	
263511		Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera watsonii
2642239		Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	
2644629		Bacillota	Bacilli	Caryophanales		Exiguobacterium	
2651583		Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geomonas	
2653858		Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfopila	Desulfopila sp. IMCC35008
2654182		Actinomycetota	Actinomycetes	Frankiales	Frankiaceae		Frankiaceae bacterium
265487		Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Blastopirellula	
2656915		Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Limnovirga	Limnovirga soli
2663014		Fibrobacterota	Chitinivibrionia	Chitinivibrionales			Chitinivibrionales bacterium
2668072		Methanobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	Halorubrum sp. CBA1125
2676048		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	
2676055		Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	uncultured Schaedlerella sp.
2678352		Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Maribellus	
2689616		Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae		Steroidobacteraceae bacterium
2690346		Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sp. SID8362
2691357		Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae		
2691551		Planctomycetota	Planctomycetia	Pirellulales	Thermoguttaceae		Thermoguttaceae bacterium
2692200		Methanobacteriota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium bonnevillei
2692424		Bacteroidota	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Acidiluteibacter	Acidiluteibacter ferrifornacis
2694929		Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Pontibacter	Pontibacter russatus
2699758		Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae		Thermoanaerobaculaceae bacterium
